num compteur;date;nombre velos;probabilite_presence_anomalie;jour_de_la_semaine;vacances
787;06/12/2021;1565;;1;Hors Vacances
949;06/12/2021;175;;1;Hors Vacances
960;06/12/2021;40;;1;Hors Vacances
665;05/12/2021;265;;7;Hors Vacances
979;05/12/2021;159;;7;Hors Vacances
1042;05/12/2021;65;;7;Hors Vacances
995;05/12/2021;304;;7;Hors Vacances
664;05/12/2021;331;;7;Hors Vacances
668;05/12/2021;205;;7;Hors Vacances
670;05/12/2021;173;;7;Hors Vacances
680;05/12/2021;194;;7;Hors Vacances
943;05/12/2021;64;;7;Hors Vacances
946;05/12/2021;240;;7;Hors Vacances
672;05/12/2021;269;;7;Hors Vacances
675;05/12/2021;224;;7;Hors Vacances
744;05/12/2021;287;;7;Hors Vacances
787;05/12/2021;645;;7;Hors Vacances
847;05/12/2021;826;;7;Hors Vacances
945;05/12/2021;201;;7;Hors Vacances
947;05/12/2021;131;;7;Hors Vacances
948;05/12/2021;119;;7;Hors Vacances
9998;05/12/2021;261;;7;Hors Vacances
683;05/12/2021;188;;7;Hors Vacances
725;05/12/2021;139;;7;Hors Vacances
727;05/12/2021;172;;7;Hors Vacances
742;05/12/2021;492;;7;Hors Vacances
743;05/12/2021;426;;7;Hors Vacances
880;05/12/2021;634;;7;Hors Vacances
881;05/12/2021;661;;7;Hors Vacances
944;05/12/2021;79;;7;Hors Vacances
994;05/12/2021;232;;7;Hors Vacances
9999;05/12/2021;186;;7;Hors Vacances
746;05/12/2021;236;;7;Hors Vacances
747;05/12/2021;226;;7;Hors Vacances
785;05/12/2021;907;;7;Hors Vacances
890;05/12/2021;855;;7;Hors Vacances
950;05/12/2021;120;;7;Hors Vacances
959;05/12/2021;15;;7;Hors Vacances
997;05/12/2021;134;;7;Hors Vacances
788;05/12/2021;747;;7;Hors Vacances
977;05/12/2021;215;;7;Hors Vacances
980;05/12/2021;31;;7;Hors Vacances
986;05/12/2021;79;;7;Hors Vacances
989;05/12/2021;270;;7;Hors Vacances
669;05/12/2021;192;;7;Hors Vacances
677;05/12/2021;108;;7;Hors Vacances
682;05/12/2021;389;;7;Hors Vacances
666;05/12/2021;68;;7;Hors Vacances
679;05/12/2021;38;;7;Hors Vacances
949;05/12/2021;64;;7;Hors Vacances
960;05/12/2021;12;;7;Hors Vacances
987;05/12/2021;45;;7;Hors Vacances
996;05/12/2021;186;;7;Hors Vacances
1041;05/12/2021;52;;7;Hors Vacances
667;05/12/2021;807;;7;Hors Vacances
673;05/12/2021;98;;7;Hors Vacances
674;05/12/2021;94;;7;Hors Vacances
676;05/12/2021;35;;7;Hors Vacances
681;05/12/2021;219;;7;Hors Vacances
745;05/12/2021;49;;7;Hors Vacances
786;05/12/2021;967;;7;Hors Vacances
981;05/12/2021;47;;7;Hors Vacances
988;05/12/2021;186;;7;Hors Vacances
679;04/12/2021;35;;6;Hors Vacances
680;04/12/2021;312;;6;Hors Vacances
959;04/12/2021;35;;6;Hors Vacances
977;04/12/2021;318;;6;Hors Vacances
988;04/12/2021;231;;6;Hors Vacances
980;04/12/2021;18;;6;Hors Vacances
995;04/12/2021;512;;6;Hors Vacances
1041;04/12/2021;47;;6;Hors Vacances
664;04/12/2021;354;;6;Hors Vacances
673;04/12/2021;161;;6;Hors Vacances
744;04/12/2021;486;;6;Hors Vacances
747;04/12/2021;236;;6;Hors Vacances
880;04/12/2021;946;;6;Hors Vacances
881;04/12/2021;1065;;6;Hors Vacances
946;04/12/2021;310;;6;Hors Vacances
675;04/12/2021;464;;6;Hors Vacances
682;04/12/2021;530;;6;Hors Vacances
742;04/12/2021;720;;6;Hors Vacances
788;04/12/2021;1057;;6;Hors Vacances
847;04/12/2021;1210;;6;Hors Vacances
945;04/12/2021;256;;6;Hors Vacances
960;04/12/2021;20;;6;Hors Vacances
9998;04/12/2021;286;;6;Hors Vacances
665;04/12/2021;329;;6;Hors Vacances
666;04/12/2021;91;;6;Hors Vacances
667;04/12/2021;1276;;6;Hors Vacances
668;04/12/2021;248;;6;Hors Vacances
670;04/12/2021;179;;6;Hors Vacances
672;04/12/2021;380;;6;Hors Vacances
681;04/12/2021;274;;6;Hors Vacances
683;04/12/2021;329;;6;Hors Vacances
725;04/12/2021;123;;6;Hors Vacances
947;04/12/2021;92;;6;Hors Vacances
981;04/12/2021;43;;6;Hors Vacances
997;04/12/2021;151;;6;Hors Vacances
9999;04/12/2021;413;;6;Hors Vacances
669;04/12/2021;260;;6;Hors Vacances
674;04/12/2021;185;;6;Hors Vacances
727;04/12/2021;137;;6;Hors Vacances
785;04/12/2021;1659;;6;Hors Vacances
787;04/12/2021;1152;;6;Hors Vacances
987;04/12/2021;77;;6;Hors Vacances
1042;04/12/2021;51;;6;Hors Vacances
890;04/12/2021;1066;;6;Hors Vacances
948;04/12/2021;106;;6;Hors Vacances
979;04/12/2021;228;;6;Hors Vacances
989;04/12/2021;458;;6;Hors Vacances
994;04/12/2021;378;;6;Hors Vacances
677;04/12/2021;141;;6;Hors Vacances
743;04/12/2021;770;;6;Hors Vacances
745;04/12/2021;95;;6;Hors Vacances
943;04/12/2021;71;;6;Hors Vacances
949;04/12/2021;90;;6;Hors Vacances
950;04/12/2021;212;;6;Hors Vacances
986;04/12/2021;122;;6;Hors Vacances
996;04/12/2021;196;;6;Hors Vacances
676;04/12/2021;31;;6;Hors Vacances
746;04/12/2021;234;;6;Hors Vacances
786;04/12/2021;1562;;6;Hors Vacances
944;04/12/2021;83;;6;Hors Vacances
664;03/12/2021;747;;5;Hors Vacances
672;03/12/2021;757;;5;Hors Vacances
673;03/12/2021;144;;5;Hors Vacances
742;03/12/2021;1017;;5;Hors Vacances
744;03/12/2021;503;;5;Hors Vacances
945;03/12/2021;445;;5;Hors Vacances
950;03/12/2021;340;;5;Hors Vacances
981;03/12/2021;55;;5;Hors Vacances
989;03/12/2021;749;;5;Hors Vacances
994;03/12/2021;429;;5;Hors Vacances
997;03/12/2021;279;;5;Hors Vacances
987;03/12/2021;145;;5;Hors Vacances
1042;03/12/2021;138;;5;Hors Vacances
9998;03/12/2021;456;;5;Hors Vacances
745;03/12/2021;57;;5;Hors Vacances
880;03/12/2021;1310;;5;Hors Vacances
881;03/12/2021;1368;;5;Hors Vacances
667;03/12/2021;1830;;5;Hors Vacances
668;03/12/2021;557;;5;Hors Vacances
677;03/12/2021;344;;5;Hors Vacances
727;03/12/2021;273;;5;Hors Vacances
743;03/12/2021;934;;5;Hors Vacances
847;03/12/2021;1619;;5;Hors Vacances
943;03/12/2021;116;;5;Hors Vacances
996;03/12/2021;269;;5;Hors Vacances
9999;03/12/2021;322;;5;Hors Vacances
680;03/12/2021;373;;5;Hors Vacances
683;03/12/2021;583;;5;Hors Vacances
785;03/12/2021;1946;;5;Hors Vacances
890;03/12/2021;1773;;5;Hors Vacances
948;03/12/2021;194;;5;Hors Vacances
959;03/12/2021;45;;5;Hors Vacances
979;03/12/2021;285;;5;Hors Vacances
682;03/12/2021;863;;5;Hors Vacances
746;03/12/2021;388;;5;Hors Vacances
788;03/12/2021;1198;;5;Hors Vacances
977;03/12/2021;347;;5;Hors Vacances
980;03/12/2021;27;;5;Hors Vacances
986;03/12/2021;186;;5;Hors Vacances
944;03/12/2021;142;;5;Hors Vacances
946;03/12/2021;555;;5;Hors Vacances
947;03/12/2021;183;;5;Hors Vacances
988;03/12/2021;487;;5;Hors Vacances
674;03/12/2021;302;;5;Hors Vacances
675;03/12/2021;581;;5;Hors Vacances
676;03/12/2021;45;;5;Hors Vacances
679;03/12/2021;44;;5;Hors Vacances
681;03/12/2021;397;;5;Hors Vacances
665;03/12/2021;609;;5;Hors Vacances
787;03/12/2021;1206;;5;Hors Vacances
949;03/12/2021;133;;5;Hors Vacances
995;03/12/2021;663;;5;Hors Vacances
666;03/12/2021;173;;5;Hors Vacances
669;03/12/2021;554;;5;Hors Vacances
670;03/12/2021;225;;5;Hors Vacances
725;03/12/2021;307;;5;Hors Vacances
747;03/12/2021;412;;5;Hors Vacances
786;03/12/2021;1976;;5;Hors Vacances
960;03/12/2021;21;;5;Hors Vacances
1041;03/12/2021;147;;5;Hors Vacances
676;02/12/2021;48;;4;Hors Vacances
980;02/12/2021;42;;4;Hors Vacances
988;02/12/2021;747;;4;Hors Vacances
989;02/12/2021;1095;;4;Hors Vacances
996;02/12/2021;449;;4;Hors Vacances
997;02/12/2021;501;;4;Hors Vacances
1042;02/12/2021;252;;4;Hors Vacances
664;02/12/2021;1035;;4;Hors Vacances
665;02/12/2021;936;;4;Hors Vacances
682;02/12/2021;1244;;4;Hors Vacances
683;02/12/2021;903;;4;Hors Vacances
743;02/12/2021;1279;;4;Hors Vacances
666;02/12/2021;265;;4;Hors Vacances
674;02/12/2021;405;;4;Hors Vacances
681;02/12/2021;491;;4;Hors Vacances
847;02/12/2021;2532;;4;Hors Vacances
880;02/12/2021;1878;;4;Hors Vacances
890;02/12/2021;2930;;4;Hors Vacances
959;02/12/2021;72;;4;Hors Vacances
995;02/12/2021;1064;;4;Hors Vacances
746;02/12/2021;695;;4;Hors Vacances
747;02/12/2021;704;;4;Hors Vacances
944;02/12/2021;289;;4;Hors Vacances
945;02/12/2021;765;;4;Hors Vacances
948;02/12/2021;307;;4;Hors Vacances
981;02/12/2021;94;;4;Hors Vacances
986;02/12/2021;282;;4;Hors Vacances
785;02/12/2021;2883;;4;Hors Vacances
787;02/12/2021;1961;;4;Hors Vacances
788;02/12/2021;1842;;4;Hors Vacances
881;02/12/2021;2045;;4;Hors Vacances
946;02/12/2021;906;;4;Hors Vacances
994;02/12/2021;635;;4;Hors Vacances
1041;02/12/2021;245;;4;Hors Vacances
979;02/12/2021;409;;4;Hors Vacances
672;02/12/2021;1269;;4;Hors Vacances
673;02/12/2021;237;;4;Hors Vacances
679;02/12/2021;72;;4;Hors Vacances
670;02/12/2021;302;;4;Hors Vacances
675;02/12/2021;897;;4;Hors Vacances
677;02/12/2021;538;;4;Hors Vacances
725;02/12/2021;473;;4;Hors Vacances
742;02/12/2021;1536;;4;Hors Vacances
744;02/12/2021;703;;4;Hors Vacances
745;02/12/2021;152;;4;Hors Vacances
943;02/12/2021;213;;4;Hors Vacances
947;02/12/2021;316;;4;Hors Vacances
949;02/12/2021;186;;4;Hors Vacances
977;02/12/2021;490;;4;Hors Vacances
9998;02/12/2021;458;;4;Hors Vacances
9999;02/12/2021;318;;4;Hors Vacances
667;02/12/2021;2863;;4;Hors Vacances
668;02/12/2021;802;;4;Hors Vacances
669;02/12/2021;796;;4;Hors Vacances
680;02/12/2021;539;;4;Hors Vacances
727;02/12/2021;429;;4;Hors Vacances
786;02/12/2021;2914;;4;Hors Vacances
950;02/12/2021;490;;4;Hors Vacances
960;02/12/2021;43;;4;Hors Vacances
987;02/12/2021;185;;4;Hors Vacances
667;01/12/2021;2758;;3;Hors Vacances
679;01/12/2021;76;;3;Hors Vacances
742;01/12/2021;1525;;3;Hors Vacances
995;01/12/2021;972;;3;Hors Vacances
670;01/12/2021;343;;3;Hors Vacances
672;01/12/2021;1145;;3;Hors Vacances
743;01/12/2021;1373;;3;Hors Vacances
847;01/12/2021;2501;;3;Hors Vacances
880;01/12/2021;1950;;3;Hors Vacances
890;01/12/2021;2823;;3;Hors Vacances
943;01/12/2021;197;;3;Hors Vacances
675;01/12/2021;818;;3;Hors Vacances
747;01/12/2021;716;;3;Hors Vacances
785;01/12/2021;2991;;3;Hors Vacances
950;01/12/2021;511;;3;Hors Vacances
959;01/12/2021;65;;3;Hors Vacances
977;01/12/2021;562;;3;Hors Vacances
981;01/12/2021;89;;3;Hors Vacances
664;01/12/2021;1021;;3;Hors Vacances
788;01/12/2021;1861;;3;Hors Vacances
945;01/12/2021;700;;3;Hors Vacances
949;01/12/2021;185;;3;Hors Vacances
986;01/12/2021;218;;3;Hors Vacances
988;01/12/2021;789;;3;Hors Vacances
666;01/12/2021;239;;3;Hors Vacances
668;01/12/2021;772;;3;Hors Vacances
677;01/12/2021;479;;3;Hors Vacances
744;01/12/2021;807;;3;Hors Vacances
987;01/12/2021;172;;3;Hors Vacances
881;01/12/2021;2074;;3;Hors Vacances
946;01/12/2021;836;;3;Hors Vacances
947;01/12/2021;274;;3;Hors Vacances
948;01/12/2021;297;;3;Hors Vacances
960;01/12/2021;44;;3;Hors Vacances
979;01/12/2021;467;;3;Hors Vacances
994;01/12/2021;663;;3;Hors Vacances
996;01/12/2021;423;;3;Hors Vacances
1041;01/12/2021;211;;3;Hors Vacances
9998;01/12/2021;394;;3;Hors Vacances
9999;01/12/2021;370;;3;Hors Vacances
676;01/12/2021;60;;3;Hors Vacances
681;01/12/2021;548;;3;Hors Vacances
745;01/12/2021;124;;3;Hors Vacances
669;01/12/2021;770;;3;Hors Vacances
673;01/12/2021;215;;3;Hors Vacances
680;01/12/2021;537;;3;Hors Vacances
725;01/12/2021;433;;3;Hors Vacances
727;01/12/2021;409;;3;Hors Vacances
786;01/12/2021;3010;;3;Hors Vacances
787;01/12/2021;1950;;3;Hors Vacances
944;01/12/2021;271;;3;Hors Vacances
980;01/12/2021;42;;3;Hors Vacances
989;01/12/2021;1065;;3;Hors Vacances
665;01/12/2021;897;;3;Hors Vacances
674;01/12/2021;540;;3;Hors Vacances
682;01/12/2021;1203;;3;Hors Vacances
683;01/12/2021;791;;3;Hors Vacances
746;01/12/2021;693;;3;Hors Vacances
997;01/12/2021;377;;3;Hors Vacances
1042;01/12/2021;232;;3;Hors Vacances
674;30/11/2021;501;;2;Hors Vacances
745;30/11/2021;113;;2;Hors Vacances
787;30/11/2021;1970;;2;Hors Vacances
890;30/11/2021;3108;;2;Hors Vacances
944;30/11/2021;292;;2;Hors Vacances
947;30/11/2021;294;;2;Hors Vacances
989;30/11/2021;1133;;2;Hors Vacances
994;30/11/2021;671;;2;Hors Vacances
987;30/11/2021;172;;2;Hors Vacances
1041;30/11/2021;286;;2;Hors Vacances
665;30/11/2021;947;;2;Hors Vacances
725;30/11/2021;489;;2;Hors Vacances
880;30/11/2021;1974;;2;Hors Vacances
666;30/11/2021;224;;2;Hors Vacances
743;30/11/2021;1379;;2;Hors Vacances
881;30/11/2021;2078;;2;Hors Vacances
946;30/11/2021;828;;2;Hors Vacances
9999;30/11/2021;322;;2;Hors Vacances
668;30/11/2021;868;;2;Hors Vacances
669;30/11/2021;847;;2;Hors Vacances
670;30/11/2021;336;;2;Hors Vacances
675;30/11/2021;821;;2;Hors Vacances
677;30/11/2021;568;;2;Hors Vacances
682;30/11/2021;1377;;2;Hors Vacances
727;30/11/2021;477;;2;Hors Vacances
785;30/11/2021;3041;;2;Hors Vacances
949;30/11/2021;199;;2;Hors Vacances
950;30/11/2021;532;;2;Hors Vacances
981;30/11/2021;111;;2;Hors Vacances
988;30/11/2021;811;;2;Hors Vacances
997;30/11/2021;480;;2;Hors Vacances
667;30/11/2021;2768;;2;Hors Vacances
672;30/11/2021;1251;;2;Hors Vacances
681;30/11/2021;560;;2;Hors Vacances
742;30/11/2021;1537;;2;Hors Vacances
744;30/11/2021;774;;2;Hors Vacances
943;30/11/2021;239;;2;Hors Vacances
945;30/11/2021;757;;2;Hors Vacances
948;30/11/2021;297;;2;Hors Vacances
960;30/11/2021;51;;2;Hors Vacances
995;30/11/2021;1040;;2;Hors Vacances
9998;30/11/2021;384;;2;Hors Vacances
673;30/11/2021;218;;2;Hors Vacances
676;30/11/2021;69;;2;Hors Vacances
680;30/11/2021;573;;2;Hors Vacances
683;30/11/2021;706;;2;Hors Vacances
746;30/11/2021;773;;2;Hors Vacances
747;30/11/2021;726;;2;Hors Vacances
679;30/11/2021;73;;2;Hors Vacances
847;30/11/2021;2478;;2;Hors Vacances
986;30/11/2021;288;;2;Hors Vacances
996;30/11/2021;361;;2;Hors Vacances
1042;30/11/2021;255;;2;Hors Vacances
664;30/11/2021;1142;;2;Hors Vacances
786;30/11/2021;3037;;2;Hors Vacances
788;30/11/2021;1823;;2;Hors Vacances
959;30/11/2021;75;;2;Hors Vacances
977;30/11/2021;545;;2;Hors Vacances
979;30/11/2021;462;;2;Hors Vacances
980;30/11/2021;36;;2;Hors Vacances
668;29/11/2021;772;;1;Hors Vacances
673;29/11/2021;193;;1;Hors Vacances
679;29/11/2021;65;;1;Hors Vacances
744;29/11/2021;640;;1;Hors Vacances
788;29/11/2021;1669;;1;Hors Vacances
944;29/11/2021;221;;1;Hors Vacances
981;29/11/2021;102;;1;Hors Vacances
989;29/11/2021;1062;;1;Hors Vacances
9998;29/11/2021;359;;1;Hors Vacances
664;29/11/2021;995;;1;Hors Vacances
675;29/11/2021;746;;1;Hors Vacances
880;29/11/2021;1787;;1;Hors Vacances
950;29/11/2021;475;;1;Hors Vacances
742;29/11/2021;1409;;1;Hors Vacances
745;29/11/2021;101;;1;Hors Vacances
949;29/11/2021;179;;1;Hors Vacances
977;29/11/2021;493;;1;Hors Vacances
986;29/11/2021;273;;1;Hors Vacances
987;29/11/2021;184;;1;Hors Vacances
996;29/11/2021;426;;1;Hors Vacances
9999;29/11/2021;318;;1;Hors Vacances
674;29/11/2021;430;;1;Hors Vacances
683;29/11/2021;672;;1;Hors Vacances
890;29/11/2021;2579;;1;Hors Vacances
943;29/11/2021;173;;1;Hors Vacances
945;29/11/2021;696;;1;Hors Vacances
1041;29/11/2021;263;;1;Hors Vacances
676;29/11/2021;45;;1;Hors Vacances
746;29/11/2021;677;;1;Hors Vacances
785;29/11/2021;2688;;1;Hors Vacances
947;29/11/2021;292;;1;Hors Vacances
959;29/11/2021;79;;1;Hors Vacances
994;29/11/2021;603;;1;Hors Vacances
881;29/11/2021;1854;;1;Hors Vacances
946;29/11/2021;753;;1;Hors Vacances
960;29/11/2021;50;;1;Hors Vacances
988;29/11/2021;679;;1;Hors Vacances
995;29/11/2021;919;;1;Hors Vacances
1042;29/11/2021;265;;1;Hors Vacances
667;29/11/2021;2492;;1;Hors Vacances
670;29/11/2021;292;;1;Hors Vacances
672;29/11/2021;1216;;1;Hors Vacances
680;29/11/2021;509;;1;Hors Vacances
682;29/11/2021;1207;;1;Hors Vacances
665;29/11/2021;877;;1;Hors Vacances
666;29/11/2021;205;;1;Hors Vacances
677;29/11/2021;557;;1;Hors Vacances
725;29/11/2021;475;;1;Hors Vacances
727;29/11/2021;465;;1;Hors Vacances
743;29/11/2021;1177;;1;Hors Vacances
747;29/11/2021;663;;1;Hors Vacances
948;29/11/2021;315;;1;Hors Vacances
997;29/11/2021;381;;1;Hors Vacances
669;29/11/2021;774;;1;Hors Vacances
681;29/11/2021;495;;1;Hors Vacances
786;29/11/2021;2714;;1;Hors Vacances
787;29/11/2021;1708;;1;Hors Vacances
847;29/11/2021;2283;;1;Hors Vacances
979;29/11/2021;403;;1;Hors Vacances
980;29/11/2021;40;;1;Hors Vacances
676;28/11/2021;27;;7;Hors Vacances
727;28/11/2021;172;;7;Hors Vacances
742;28/11/2021;668;;7;Hors Vacances
786;28/11/2021;1017;;7;Hors Vacances
788;28/11/2021;757;;7;Hors Vacances
950;28/11/2021;112;;7;Hors Vacances
980;28/11/2021;33;;7;Hors Vacances
994;28/11/2021;258;;7;Hors Vacances
995;28/11/2021;317;;7;Hors Vacances
1042;28/11/2021;66;;7;Hors Vacances
988;28/11/2021;193;;7;Hors Vacances
665;28/11/2021;274;;7;Hors Vacances
672;28/11/2021;210;;7;Hors Vacances
746;28/11/2021;218;;7;Hors Vacances
880;28/11/2021;664;;7;Hors Vacances
946;28/11/2021;239;;7;Hors Vacances
674;28/11/2021;129;;7;Hors Vacances
725;28/11/2021;138;;7;Hors Vacances
744;28/11/2021;314;;7;Hors Vacances
890;28/11/2021;974;;7;Hors Vacances
947;28/11/2021;115;;7;Hors Vacances
977;28/11/2021;213;;7;Hors Vacances
981;28/11/2021;115;;7;Hors Vacances
996;28/11/2021;192;;7;Hors Vacances
664;28/11/2021;314;;7;Hors Vacances
669;28/11/2021;181;;7;Hors Vacances
683;28/11/2021;249;;7;Hors Vacances
943;28/11/2021;64;;7;Hors Vacances
945;28/11/2021;219;;7;Hors Vacances
670;28/11/2021;148;;7;Hors Vacances
673;28/11/2021;103;;7;Hors Vacances
675;28/11/2021;256;;7;Hors Vacances
681;28/11/2021;226;;7;Hors Vacances
745;28/11/2021;27;;7;Hors Vacances
785;28/11/2021;973;;7;Hors Vacances
944;28/11/2021;83;;7;Hors Vacances
948;28/11/2021;132;;7;Hors Vacances
959;28/11/2021;19;;7;Hors Vacances
986;28/11/2021;80;;7;Hors Vacances
787;28/11/2021;659;;7;Hors Vacances
847;28/11/2021;954;;7;Hors Vacances
881;28/11/2021;763;;7;Hors Vacances
9999;28/11/2021;197;;7;Hors Vacances
667;28/11/2021;889;;7;Hors Vacances
677;28/11/2021;130;;7;Hors Vacances
680;28/11/2021;237;;7;Hors Vacances
743;28/11/2021;470;;7;Hors Vacances
668;28/11/2021;219;;7;Hors Vacances
682;28/11/2021;428;;7;Hors Vacances
747;28/11/2021;242;;7;Hors Vacances
949;28/11/2021;70;;7;Hors Vacances
960;28/11/2021;14;;7;Hors Vacances
979;28/11/2021;166;;7;Hors Vacances
997;28/11/2021;197;;7;Hors Vacances
1041;28/11/2021;50;;7;Hors Vacances
666;28/11/2021;75;;7;Hors Vacances
679;28/11/2021;37;;7;Hors Vacances
987;28/11/2021;52;;7;Hors Vacances
989;28/11/2021;327;;7;Hors Vacances
9998;28/11/2021;221;;7;Hors Vacances
667;27/11/2021;1137;;6;Hors Vacances
668;27/11/2021;247;;6;Hors Vacances
746;27/11/2021;171;;6;Hors Vacances
989;27/11/2021;387;;6;Hors Vacances
994;27/11/2021;291;;6;Hors Vacances
977;27/11/2021;244;;6;Hors Vacances
669;27/11/2021;211;;6;Hors Vacances
727;27/11/2021;107;;6;Hors Vacances
948;27/11/2021;77;;6;Hors Vacances
665;27/11/2021;289;;6;Hors Vacances
675;27/11/2021;377;;6;Hors Vacances
943;27/11/2021;73;;6;Hors Vacances
945;27/11/2021;264;;6;Hors Vacances
946;27/11/2021;272;;6;Hors Vacances
987;27/11/2021;75;;6;Hors Vacances
996;27/11/2021;157;;6;Hors Vacances
1041;27/11/2021;40;;6;Hors Vacances
1042;27/11/2021;43;;6;Hors Vacances
725;27/11/2021;125;;6;Hors Vacances
742;27/11/2021;636;;6;Hors Vacances
890;27/11/2021;993;;6;Hors Vacances
666;27/11/2021;79;;6;Hors Vacances
673;27/11/2021;130;;6;Hors Vacances
676;27/11/2021;22;;6;Hors Vacances
677;27/11/2021;94;;6;Hors Vacances
680;27/11/2021;297;;6;Hors Vacances
683;27/11/2021;287;;6;Hors Vacances
744;27/11/2021;393;;6;Hors Vacances
745;27/11/2021;70;;6;Hors Vacances
880;27/11/2021;924;;6;Hors Vacances
959;27/11/2021;12;;6;Hors Vacances
986;27/11/2021;95;;6;Hors Vacances
786;27/11/2021;1326;;6;Hors Vacances
847;27/11/2021;1139;;6;Hors Vacances
949;27/11/2021;107;;6;Hors Vacances
950;27/11/2021;163;;6;Hors Vacances
960;27/11/2021;12;;6;Hors Vacances
979;27/11/2021;167;;6;Hors Vacances
997;27/11/2021;167;;6;Hors Vacances
9998;27/11/2021;275;;6;Hors Vacances
664;27/11/2021;339;;6;Hors Vacances
670;27/11/2021;145;;6;Hors Vacances
674;27/11/2021;186;;6;Hors Vacances
681;27/11/2021;266;;6;Hors Vacances
747;27/11/2021;179;;6;Hors Vacances
672;27/11/2021;361;;6;Hors Vacances
743;27/11/2021;634;;6;Hors Vacances
785;27/11/2021;1365;;6;Hors Vacances
881;27/11/2021;933;;6;Hors Vacances
988;27/11/2021;217;;6;Hors Vacances
679;27/11/2021;28;;6;Hors Vacances
682;27/11/2021;462;;6;Hors Vacances
787;27/11/2021;936;;6;Hors Vacances
788;27/11/2021;938;;6;Hors Vacances
944;27/11/2021;83;;6;Hors Vacances
947;27/11/2021;72;;6;Hors Vacances
980;27/11/2021;14;;6;Hors Vacances
981;27/11/2021;38;;6;Hors Vacances
995;27/11/2021;384;;6;Hors Vacances
9999;27/11/2021;200;;6;Hors Vacances
743;26/11/2021;1266;;5;Hors Vacances
747;26/11/2021;555;;5;Hors Vacances
786;26/11/2021;2725;;5;Hors Vacances
880;26/11/2021;1840;;5;Hors Vacances
881;26/11/2021;1966;;5;Hors Vacances
943;26/11/2021;182;;5;Hors Vacances
950;26/11/2021;463;;5;Hors Vacances
981;26/11/2021;91;;5;Hors Vacances
987;26/11/2021;176;;5;Hors Vacances
989;26/11/2021;959;;5;Hors Vacances
995;26/11/2021;908;;5;Hors Vacances
996;26/11/2021;286;Faible;5;Hors Vacances
9999;26/11/2021;318;;5;Hors Vacances
674;26/11/2021;431;;5;Hors Vacances
679;26/11/2021;70;;5;Hors Vacances
682;26/11/2021;1179;;5;Hors Vacances
744;26/11/2021;730;;5;Hors Vacances
947;26/11/2021;222;;5;Hors Vacances
680;26/11/2021;543;;5;Hors Vacances
746;26/11/2021;591;;5;Hors Vacances
986;26/11/2021;261;;5;Hors Vacances
1042;26/11/2021;201;;5;Hors Vacances
668;26/11/2021;716;;5;Hors Vacances
675;26/11/2021;834;;5;Hors Vacances
676;26/11/2021;48;;5;Hors Vacances
847;26/11/2021;2283;;5;Hors Vacances
959;26/11/2021;75;;5;Hors Vacances
988;26/11/2021;629;;5;Hors Vacances
997;26/11/2021;399;Faible;5;Hors Vacances
9998;26/11/2021;517;;5;Hors Vacances
664;26/11/2021;950;;5;Hors Vacances
670;26/11/2021;299;;5;Hors Vacances
673;26/11/2021;234;;5;Hors Vacances
677;26/11/2021;432;;5;Hors Vacances
681;26/11/2021;503;;5;Hors Vacances
945;26/11/2021;686;;5;Hors Vacances
946;26/11/2021;763;;5;Hors Vacances
948;26/11/2021;282;;5;Hors Vacances
980;26/11/2021;42;;5;Hors Vacances
977;26/11/2021;497;;5;Hors Vacances
1041;26/11/2021;200;;5;Hors Vacances
665;26/11/2021;846;;5;Hors Vacances
667;26/11/2021;2563;;5;Hors Vacances
669;26/11/2021;709;;5;Hors Vacances
672;26/11/2021;1062;;5;Hors Vacances
683;26/11/2021;672;;5;Hors Vacances
727;26/11/2021;383;;5;Hors Vacances
787;26/11/2021;1790;;5;Hors Vacances
890;26/11/2021;2527;;5;Hors Vacances
666;26/11/2021;227;;5;Hors Vacances
725;26/11/2021;408;;5;Hors Vacances
742;26/11/2021;1388;;5;Hors Vacances
745;26/11/2021;128;;5;Hors Vacances
785;26/11/2021;2697;;5;Hors Vacances
788;26/11/2021;1680;;5;Hors Vacances
944;26/11/2021;221;;5;Hors Vacances
949;26/11/2021;191;;5;Hors Vacances
960;26/11/2021;46;;5;Hors Vacances
979;26/11/2021;409;;5;Hors Vacances
994;26/11/2021;595;;5;Hors Vacances
664;25/11/2021;1188;;4;Hors Vacances
676;25/11/2021;51;;4;Hors Vacances
746;25/11/2021;582;Faible;4;Hors Vacances
785;25/11/2021;3210;;4;Hors Vacances
946;25/11/2021;916;;4;Hors Vacances
947;25/11/2021;278;;4;Hors Vacances
977;25/11/2021;529;;4;Hors Vacances
987;25/11/2021;183;;4;Hors Vacances
995;25/11/2021;1073;;4;Hors Vacances
996;25/11/2021;236;Forte;4;Hors Vacances
1041;25/11/2021;267;;4;Hors Vacances
672;25/11/2021;1302;;4;Hors Vacances
681;25/11/2021;567;;4;Hors Vacances
683;25/11/2021;668;;4;Hors Vacances
742;25/11/2021;1625;;4;Hors Vacances
787;25/11/2021;1964;;4;Hors Vacances
949;25/11/2021;202;;4;Hors Vacances
950;25/11/2021;525;;4;Hors Vacances
665;25/11/2021;1030;;4;Hors Vacances
667;25/11/2021;3000;;4;Hors Vacances
674;25/11/2021;285;;4;Hors Vacances
725;25/11/2021;528;;4;Hors Vacances
788;25/11/2021;1923;;4;Hors Vacances
890;25/11/2021;2912;;4;Hors Vacances
